id,institution,address,purpose,latitude,longitude
41033,대구광역시 남구청,대구광역시 남구 중앙대로40길 20,어린이보호,35.84992649,128.5918279
41034,대구광역시 남구청,대구광역시 남구 대명로 254-1,어린이보호,35.842278,128.584594
41035,대구광역시 남구청,대구광역시 남구 안지랑로17길 85,어린이보호,35.836934,128.566642
41036,대구광역시 남구청,대구광역시 남구 대명동 안지랑로17길 93,어린이보호,35.8368917,128.5660285
41037,대구광역시 남구청,대구광역시 남구 대명로 254-1,어린이보호,35.84221365,128.5844563
41038,대구광역시 남구청,대구광역시 남구 대명남로 138,어린이보호,35.83482026,128.5732748
41039,대구광역시 남구청,대구광역시 남구 대명동 골안길 17,어린이보호,35.83767013,128.5614957
41040,대구광역시 남구청,대구광역시 남구 대명동 골안길 23,어린이보호,35.83734447,128.5617479
41041,대구광역시 남구청,대구광역시 남구 이천로28길 42-33,어린이보호,35.85372,128.599767
41042,대구광역시 남구청,대구광역시 남구 희망로5길 19,어린이보호,35.84884861,128.600145
41043,대구광역시 남구청,대구광역시 남구 장전1길 91-3,어린이보호,35.84569559,128.5925713
41044,대구광역시 남구청,대구광역시 남구 장전3길 124,어린이보호,35.84202575,128.5780979
41045,대구광역시 남구청,대구광역시 남구 양지로3길 66,어린이보호,35.85428284,128.5756778
41046,대구광역시 남구청,대구광역시 남구 양지로6길 21,어린이보호,35.850215,128.576757
41047,대구광역시 남구청,대구광역시 남구 대명로49길 12,어린이보호,35.842598,128.583129
41048,대구광역시 남구청,대구광역시 남구 자유5길 21,어린이보호,35.837246,128.583893
41049,대구광역시 남구청,대구광역시 남구 대명동 대명복개로 197 B동,어린이보호,35.84224765,128.5693986
41050,대구광역시 남구청,대구광역시 남구 대명서로 47-2,어린이보호,35.83078021,128.5603734
41051,대구광역시 남구청,대구광역시 남구 대명서2길 45,어린이보호,35.83184101,128.5626406
41052,대구광역시 남구청,대구광역시 남구 이천동 237-85,어린이보호,35.85025139,128.6062085
41053,대구광역시 남구청,대구광역시 남구 대봉로 130 건너,어린이보호,35.85036325,128.6036549
41054,대구광역시 남구청,대구광역시 남구 희망로7길 24,어린이보호,35.84889837,128.6028024
41055,대구광역시 남구청,대구광역시 남구 이천로29길 28-1,어린이보호,35.85338194,128.5969907
41056,대구광역시 남구청,대구광역시 남구 이천로28길 8-34,어린이보호,35.8529088,128.599301
41057,대구광역시 남구청,대구광역시 남구 앞산순환로 688,어린이보호,35.83323551,128.6005695
41058,대구광역시 남구청,대구광역시 남구 효성로 20,어린이보호,35.83537222,128.6003945
41059,대구광역시 남구청,대구광역시 남구 효성로 57,어린이보호,35.83847314,128.5985834
41060,대구광역시 남구청,대구광역시 남구 삼정1길 10,어린이보호,35.8397806,128.5966672
41061,대구광역시 남구청,대구광역시 남구 두류공원로16길 11,어린이보호,35.84363656,128.5711134
41062,대구광역시 남구청,대구광역시 남구 장전1길 69-1,어린이보호,35.84113777,128.575324
41063,대구광역시 남구청,대구광역시 남구 계명2길 1,어린이보호,35.85583,128.5763214
41064,대구광역시 남구청,대구광역시 남구 명덕로14길 98,어린이보호,35.8542191,128.576587
41065,대구광역시 남구청,대구광역시 남구 성당로48길 43,어린이보호,35.85336486,128.5766171
41066,대구광역시 남구청,대구광역시 남구 명덕로8길 138-2,어린이보호,35.85350077,128.5746716
41067,대구광역시 남구청,대구광역시 남구 대경길 67-1,어린이보호,35.84730545,128.5728999
